POKEID;NAME;TYPE;TOTAL;HP;ATTACK;DEFENSE;SP_ATK;SP_DEF;SPEED;ICONS
1003;Ting-Lu;['Dark', 'Ground'];570;155;110;125;55;80;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png']
1004;Chi-Yu;['Dark', 'Fire'];570;55;80;80;135;120;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png']
1005;Roaring Moon;['Dragon', 'Dark'];590;105;139;71;55;101;119;['https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png']
1006;Iron Valiant;['Fairy', 'Fighting'];590;74;130;90;120;60;116;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png']
1007;Koraidon;['Fighting', 'Dragon'];670;100;135;115;85;100;135;['https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png']
1008;Miraidon;['Electric', 'Dragon'];670;100;85;100;135;115;135;['https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png']
1009;Walking Wake;['Water', 'Dragon'];590;99;83;91;125;83;109;['https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png']
1010;Iron Leaves;['Grass', 'Psychic'];590;90;130;88;70;108;104;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png']
1011;Dipplin;['Grass', 'Dragon'];485;80;80;110;95;80;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dipplin.png']
1012;Poltchageist;['Grass', 'Ghost'];308;40;45;45;74;54;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/poltchageist.png']
1013;Sinistcha;['Grass', 'Ghost'];508;71;60;106;121;80;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistcha.png']
1014;Okidogi;['Poison', 'Fighting'];555;88;128;115;58;86;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/okidogi.png']
1015;Munkidori;['Poison', 'Psychic'];555;88;75;66;130;90;106;['https://img.pokemondb.net/sprites/scarlet-violet/icon/munkidori.png']
1016;Fezandipiti;['Poison', 'Fairy'];555;88;91;82;70;125;99;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fezandipiti.png']
1017;Ogerpon Teal Mask;['Grass'];550;80;120;84;60;96;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-teal.png']
1017;Ogerpon Wellspring Mask;['Grass', 'Water'];550;80;120;84;60;96;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-wellspring.png']
1017;Ogerpon Hearthflame Mask;['Grass', 'Fire'];550;80;120;84;60;96;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-hearthflame.png']
1017;Ogerpon Cornerstone Mask;['Grass', 'Rock'];550;80;120;84;60;96;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-cornerstone.png']
1018;Archaludon;['Steel', 'Dragon'];600;90;105;130;125;65;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/archaludon.png']
1019;Hydrapple;['Grass', 'Dragon'];540;106;80;110;120;80;44;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hydrapple.png']
1020;Gouging Fire;['Fire', 'Dragon'];590;105;115;121;65;93;91;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gouging-fire.png']
1021;Raging Bolt;['Electric', 'Dragon'];590;125;73;91;137;89;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/raging-bolt.png']
1022;Iron Boulder;['Rock', 'Psychic'];590;90;120;80;68;108;124;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-boulder.png']
1023;Iron Crown;['Steel', 'Psychic'];590;90;72;100;122;108;98;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-crown.png']
1024;Terapagos Normal Form;['Normal'];450;90;65;85;65;85;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-normal.png']
1024;Terapagos Terastal Form;['Normal'];600;95;95;110;105;110;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-terastal.png']
1024;Terapagos Stellar Form;['Normal'];700;160;105;110;130;110;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-stellar.png']
1025;Pecharunt;['Poison', 'Ghost'];600;88;88;160;88;88;88;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pecharunt.png']
